ESTACAO;UF;MUNICIPIO;NOME;SISTEMA_ORIGEM;ESTADO;DATA_ATIVACAO;DATA_ULTIMA_MODIF;LAT;LONG;ENDERE�O;GCN;SITES_INTERNOS;DESCRICAO_SITES_INTERNOS
NRI;RJ;NITEROI;NITEROI I;Netwin;Instalado;2014-04-05 20:53:15 UTC;2018-07-20 18:20:11 UTC;-228.920.308;-431.202.871;RUA SAO PEDRO, 128, CENTRO, NITEROI - RJ 24025900;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;6Âº ANDAR - RICD, ALCATEL - NGN / 10 ANDAR, COMUNICACAO DE DADOS 6 ANDAR, DG/TRANSMISSAO - 1 ANDAR, DG/TRANSMISSAO - 6 ANDAR(604), Datacom, ELR-I/ FSA-2704/ AXE/ 8 ANDAR, ELR-II/ARC-2550/ AXE/ 8 ANDAR, EST/NRI/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, RMS, TRANSMISSAO, TRANSMISSAO, TX / 6Âº ANDAR
PNDB;RJ;NITEROI;PENDOTIBA I;Netwin;Instalado;2014-04-05 20:53:15 UTC;2019-09-20 14:37:19 UTC;-229.049;-43.050.924;ESTRADA CAETANO MONTEIRO, 1164, BADU, NITEROI - RJ 24320570 ;Não;Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/PNDB/NI/NI, Metro, Newbridge, RICD - 1 ANDAR, SALA TX
VIC1;RJ;NITEROI;SITE AQUISITION-NRI-VIC1;Netwin;Instalado;2024-11-11 13:40:06 UTC;2025-06-03 13:31:47 UTC;-228.937.123;-431.205.185;AVENIDA ERNANI DO AMARAL PEIXOTO, 300, CENTRO, NITEROI - RJ 24020975 ;Não;;
VIC2;RJ;NITEROI;SITE AQUISITION-NRI-VIC2;Netwin;Instalado;2024-11-11 13:46:05 UTC;2025-06-03 14:00:08 UTC;-22.916.854;-430.848.884;AVENIDA RUI BARBOSA, 400, SAO FRANCISCO, NITEROI - RJ 24360440 ;Não;;
VICI;RJ;NITEROI;SITE AQUISITON-NRI-VICI;Netwin;Instalado;2024-11-11 13:49:06 UTC;2025-06-03 13:46:45 UTC;-229.073.564;-431.000.656;RUA MINISTRO OTAVIO KELLY, 529, ICARAI, NITEROI - RJ 24220300 ;Não;Sala;SALA TX
NOF;RJ;NOVA FRIBURGO;NOVA FRIBURGO I;Netwin;Instalado;2014-04-05 20:53:09 UTC;2021-02-22 19:00:44 UTC;-222.878.979;-425.320.162;AVENIDA ALBERTO BRAUNE, 224, CENTRO, NOVA FRIBURGO - RJ 28613000;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;505, 507, 5Âº ANDAR - RICD, ARC01_ELR-I_COMUTACAO -  AXE, COMUNICACAO DE DADOS 5 ANDAR, Datacom, EST/NOF/NI/NI, MODEM OPTICO FICTICIO, Metro, NOF01_COMUTACAO - BATIK 4KT, NOF05_COMUTACAO-TROPICO-RA, Newbridge, RMS, TRANSMISSAO - 5 ANDAR / SL2, TRASMISSÃƒO, Transmissão
MAO;RJ;NOVA IGUACU;MORRO AGUDO I;Netwin;Instalado;2014-04-05 20:53:17 UTC;2022-12-06 13:02:34 UTC;-227.468.758;-434.932.656;RUA CAPIBERIBE, 1385, CABUCU, NOVA IGUACU - RJ 26291392;Não;Sala, Sala, Sala, Sala;Datacom, EST/MAO/NI/NI, Metro, TRANSMISSAO - 1 ANDAR
MCO;RJ;NOVA IGUACU;MIGUEL COUTO;Netwin;Instalado;2014-04-05 20:53:16 UTC;2014-04-05 20:53:16 UTC;-227.044.646;-434.278.104;RUA LEITAO DA CUNHA, 21, MIGUEL COUTO, NOVA IGUACU - RJ 26070422;Não;Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/MCO/NI/NI, MODEM OPTICO FICTICIO, Metro, TRANSMISSAO - 1 ANDAR
NIU;RJ;NOVA IGUACU;NOVA IGUACU I;Netwin;Instalado;2014-04-05 20:53:16 UTC;2019-01-09 16:39:55 UTC;-227.575.683;-434.463.828;AVENIDA NILO PECANHA, 450, CENTRO, NOVA IGUACU - RJ 26215512;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;4Âº ANDAR / TX, C, COMUNICACAO DE DADOS 4 ANDAR, Datacom, EST/NIU/NI/NI, LUCENT - IVR / 5 ANDAR, MODEM OPTICO FICTICIO, Metro, Newbridge, RADIOS ANATEL, RMS, SALA GPON, TRANSMISSAO - 4 ANDAR (405)
ALPA;MG;NOVA LIMA;ALPHAVILLE OURO PRETO;Netwin;Instalado;2014-04-05 20:45:54 UTC;2020-09-25 12:11:44 UTC;-201.637.505;-439.520.866;RUA OURO PRETO, 1301, ALPHAVILE L INGLESES, NOVA LIMA - MG 34018014;Não;Sala, Sala, Sala, Sala;Datacom, EST/ALPA/NI/NI, Metro, TRANSMISSAO - TERREO
NLA;MG;NOVA LIMA;NOVA LIMA;Netwin;Instalado;2014-04-05 20:45:54 UTC;2022-05-11 22:41:32 UTC;-199.828.984;-438.519.526;RUA JOSE D AVILA, 55, CENTRO, NOVA LIMA - MG 34000090 ;Não;Sala, Sala, Sala, Sala, Sala;Datacom, EST/NLA/NI/NI, Metro, TRANSMISSAO - TERREO
NVI;ES;NOVA VENECIA;NOVA VENECIA;Netwin;Instalado;2014-04-05 20:45:47 UTC;2020-01-20 17:10:47 UTC;-187.097.957;-404.020.189;PRACA JONES SANTOS NEVES, SN, CENTRO, NOVA VENECIA - ES 29830000;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_AXE_CNA01/TERREO, CX_TROPICO RA_NVI01/TERREO, Datacom, EQUIPAMENTOS, EST/NVI/NI/NI, HISTORICO, Metro, Newbridge, RMS, TRANSMISSAO - TERREO, TRANSMISSÃƒO - TÃ‰RREO, Transmissão
LOGE;RS;NOVO HAMBURGO;LOGE;Netwin;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-297.636.111;-510.358.333;;Não;Sala;ANDAR/LOGE/01/TX
NHO;RS;NOVO HAMBURGO;NOVO HAMBURGO;Netwin;Instalado;2020-01-10 13:07:44 UTC;2020-01-10 13:07:44 UTC;-29.685.885;-511.287.331;RUA GEN NETO, 83, CENTRO, NOVO HAMBURGO - RS 93510010 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/NHO/01/CD, ANDAR/NHO/01/TX, ANDAR/NHO/02/TX, ANDAR/NHO/03/TX, EST/NHO/NI/NI, GPON
ECCA;PE;OLINDA;ESTACAO TELEFONICA DE CASA CAIADA;Netwin;Instalado;2014-04-05 19:37:27 UTC;2018-11-30 16:32:00 UTC;-79.804.845;-348.403.898;AVENIDA RUI BARBOSA, SN, JARDIM ATLANTICO, OLINDA - PE 53140050;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CW_2 ANDAR, DADOS 2-1, DG, Datacom, EQUIPAMENTOS RETIRADOS, EST/ECCA/NI/NI, HUAWEI - NGN /, Metro, Newbridge, SALA GPON, TRANSMISSAO - TERREO, TX
EOLD;PE;OLINDA;ESTACAO TELEFONICA DE OLINDA;Netwin;Instalado;2014-04-05 19:37:27 UTC;2017-05-30 11:50:09 UTC;-80.068.576;-348.425.629;RUA PROFESSOR JOSE CANDIDO PESSOA, SN, BAIRRO NOVO, OLINDA - PE 53030020;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUTACAO 2-2, Datacom, EST/EOLD/NI/NI, Metro, Newbridge, OLD, RMS, TRANSMISSAO - TERREO
OOS;SP;OSASCO;NOVA EST OSASCO - F011;Netwin;Instalado;2023-03-07 14:51:47 UTC;2023-04-12 12:29:29 UTC;-235.027.668;-468.032.728;RUA PARANAPANEMA, 1417, JARDIM MUNHOZ JUNIOR, OSASCO - SP 6240040 ;Não;Sala;SALA TX
PTN;SP;OSASCO;NOVA EST OSASCO - A039;Netwin;Instalado;2023-03-07 14:53:43 UTC;2023-04-12 13:09:58 UTC;-235.365.079;-468.028.792;RUA ARMINDA BERANGER, 522, PESTANA, OSASCO - SP 6180130 ;Não;Sala;SALA TX
STA;SP;OSASCO;STA-NOVA EST OSASCO - A300;Netwin;Instalado;2023-02-13 23:59:47 UTC;2023-03-14 19:28:08 UTC;-235.839.272;-468.063.881;RUA CLEMENTINA DE JESUS DA SILVA, 20, SANTA MARIA, OSASCO - SP 6147135 ;Não;Sala;SALA TX
PNU;PR;PAICANDU;PAICANDU;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-09-01 14:26:13 UTC;-234.586.779;-520.456.762;RUA CARLOS ROBERTO SEGHEZI, 1132, CENTRO, PAICANDU - PR 87140000;Não;Sala, Sala;ANDAR/PNU/TT/01, COMUTAÃ‡ÃƒO
PLH;SC;PALHOCA;PLH;Netwin;Instalado;2023-04-24 21:15:39 UTC;2023-11-03 19:17:37 UTC;-276.796.504;-486.743.917;;Não;;
PLM;PR;PALMAS;PALMAS R BISPO DOM CARLOS, 885;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-07-27 18:03:15 UTC;-264.844.574;-51.990.944;RUA BPO D CARLOS, 885, CENTRO, PALMAS - PR 85690025;Não;Sala, Sala, Sala;ANDAR/PLM/TT/01, ANDAR/PLM/TT/TXD
PMJ;TO;PALMAS;PALMAS;Netwin;Instalado;2018-12-14 20:28:44 UTC;2023-12-20 12:12:49 UTC;-10.192.934;-483.358.261;QUADRA 201 SUL AV NS A, 6, PLANO DIRETOR SUL, PALMAS - TO 77015205 ;Sim;Sala, Sala, Sala, Sala;ANDAR/PMJ/01/TX, ANDAR/PMJ/TT/01, EST/PMJ/NI/NI
TQT;TO;PALMAS;TAQUARALTO;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-04-23 16:50:33 UTC;-103.337.176;-482.962.169;AVENIDA FENELON B SALLES Q 46, 000, DIS IND TAQUARALTO, PALMAS - TO 77064580 ;Não;Sala, Sala, Sala;ANDAR/TQT/TT/01, ANDAR/TQT/TT/TX
PBI;RJ;PARACAMBI;PARACAMBI I;Netwin;Instalado;2014-04-05 20:53:11 UTC;2021-07-03 18:22:55 UTC;-226.109.007;-437.098.267;PRACA TREZE DE NOVEMBRO, 16, CENTRO, PARACAMBI - RJ 26600000;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, CX_ AXE_IGI02 - 1 ANDAR, CX_TROPICO_PBI01 - 1 ANDAR, Datacom, EST/PBI/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, PBI01_TROPICO RA/1ANDAR, RADIOS ANATEL, TERREO - TP, TRANSMISSAO -  1 ANDAR
NNI;MG;PARACATU;BEJAMIN CARNEIRO;Netwin;Instalado;2014-04-05 20:45:59 UTC;2022-02-23 20:13:36 UTC;-172.201.602;-468.758.718;RUA BENJAMIM CARNEIRO, 66, CENTRO, PARACATU - MG 38600226 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CMT ANA, Datacom, EST/NNI/NI/NI, Metro, Newbridge, RMS, SALA DO SITE PTU001, TRANS SL NOVA, TRANSMISSAO, TRANSMISSAO - TERREO, TÃ‰RREO - TX
PIT;TO;PARAISO DO TOCANTINS;PARAÃSO DO TOCANTINS;Netwin;Instalado;2020-04-06 14:20:44 UTC;2021-10-27 13:39:07 UTC;-10.176.718;-4.888.449;AVENIDA PRES CASTELO BRANCO, 966, S CENTRAL, PARAISO DO TOCANTINS - TO 77600000;Não;Sala, Sala;ANDAR/PIT/TT/01, PARAISO DO TOCANTINS
PNBE;PR;PARANAGUA;PARANAGUA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-05-07 17:10:20 UTC;-255.672.616;-48.569.957;AVENIDA BENTO MUNHOZ DA ROCHA NETO, 6081, JD SAMAMBAIA, PARANAGUA - PR 83215000 ;Não;Sala, Sala, Sala;ANDAR/PNBE/TT/01, ANDAR/PNBE/TT/TX, TX
PNCE;PR;PARANAGUA;PARANAGUA;Netwin;Instalado;2021-05-07 15:14:58 UTC;2021-05-07 21:05:32 UTC;-255.156.161;-485.119.448;AVENIDA GABRIEL DE LARA, 780, ALTO SAO SEBASTIAO, PARANAGUA - PR 83203737 ;Não;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/PNCE/04/01, ANDAR/PNCE/04/TX, ANDAR/PNCE/TT/TX, EST/PNCE/NI/NI, SALA DE COMUTAÃ‡ÃƒO
PAT;RJ;PARATY;PARATI;Netwin;Instalado;2014-04-05 20:53:16 UTC;2021-06-16 21:34:21 UTC;-232.210.505;-447.232.768;AVENIDA ROBERTO SILVEIRA, 852, CHACARA DA SAUDADE, PARATY - RJ 23970000;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/PAT/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, RADIOS ANATEL, RPAT1_COMUTACAO TROPICO RA, TRANSMISSAO - 1 ANDAR, TX / 1Âº ANDAR
PUP;PA;PARAUAPEBAS;PARAUAPEBAS;Netwin;Instalado;2014-04-05 19:37:11 UTC;2023-05-25 13:43:40 UTC;-60.702.433;-499.063.191;RUA ONZE, SN, UNIAO, PARAUAPEBAS - PA 68515000 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/PUP/NI/NI, Metro, PUP01_COMUTACAO-TROPICO RA, RADIOS ANATEL, TRANSMISSAO 1  - TERREO, TRANSMISSÃƒO - TÃ‰RREO
PNA;PI;PARNAIBA;PARNAIBA;Netwin;Instalado;2014-04-05 19:37:15 UTC;2020-09-04 13:51:25 UTC;-29.022.823;-417.783.499;AVENIDA PRESIDENTE GETULIO VARGAS, 390, CENTRO, PARNAIBA - PI 64200200;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUTACAO, DG TRANSMISSAO, Datacom, EST/PNA/NI/NI, Newbridge, RMS, TRANSMIS.CADASTRAR EM PNA-BPRA
PAS;RS;PASSO FUNDO;PASSO FUNDO;Netwin;Instalado;2016-08-21 15:07:06 UTC;2016-08-21 15:07:06 UTC;-22.988;-431.519;;Não;Sala;ANDAR/PAS/01/TX
PAS3;RS;PASSO FUNDO;PASSO FUNDO III;Netwin;Instalado;2018-12-13 19:16:11 UTC;2020-09-14 12:28:13 UTC;-282.617.453;-524.049.354;RUA CAP ELEUTERIO, 575, CENTRO, PASSO FUNDO - RS 99010060 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/PAS3/01/TX, ANDAR/PAS3/03/CD, ANDAR/PAS3/04/CD, ANDAR/PAS3/04/TX, ANDAR/PAS3/TT/TX, EST/PAS3/NI/NI
PBTA;PR;PATO BRANCO;PATO BRANCO/TAMOIO - R TAMOIO, 680;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-12-19 19:41:27 UTC;-26.228.009;-526.742.578;RUA TAMOIO, 680, CENTRO, PATO BRANCO - PR 85501067 ;Não;Sala, Sala, Sala, Sala, Sala;ANDAR/PBTA/02/01, ANDAR/PBTA/02/TX, ANDAR/PBTA/TT/01, EST/PBTA/NI/NI
PTC;MG;PATROCINIO;PATROCINIO;Netwin;Instalado;2014-04-05 20:46:01 UTC;2023-12-20 13:11:45 UTC;-189.388.595;-469.932.916;RUA TEODORO GONCALVES, 226, CENTRO, PATROCINIO - MG 38740006 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;1Âº ANDAR - TX, 1Âº ANDAR - TX2, Datacom, EST/PTC/NI/NI, Metro, Newbridge, PTC01_COMUTACAO-TROPICO RA, TRANSMISSAO-TERREO, TRANSMISSÃƒO - TERREO, TX NOVA, TX NOVA, ULA01_COMUTACAO-ELR- AXE
PAF;BA;PAULO AFONSO;Paulo Afonso;Netwin;Instalado;2021-01-06 19:43:40 UTC;2021-03-22 18:39:16 UTC;-94.028.507;-382.287.559;AVENIDA TANCREDO NEVES, 350, CAR BRANDAO VILELA, PAULO AFONSO - BA 48610796;Não;Sala, Sala;EST/PAF/NI/NI
CENT;RS;PELOTAS;PELOTAS CENTRO;Netwin;Instalado;2018-12-14 13:57:20 UTC;2020-05-11 13:39:53 UTC;-317.668.031;-523.412.397;RUA GEN NETO, 984, CENTRO, PELOTAS - RS 96015280 ;Não;Sala, Sala, Sala, Sala;ANDAR/CENT/01/02, ANDAR/CENT/01/2, ANDAR/CENT/01/TX
LARJ;RS;PELOTAS;LARANJAL;Netwin;Instalado;2021-10-07 20:57:20 UTC;2021-10-08 15:55:56 UTC;-317.622.366;-522.406.109;AVENIDA RIO GRANDE DO SUL, 1051, LARANJAL, PELOTAS - RS 96090590 ;Não;Sala, Sala, Sala;ANDAR/LARJ/01/TX, ANDAR/LARJ/TT/01, TX
PLT;RS;PELOTAS;PELOTAS;Netwin;Instalado;2016-08-21 15:07:06 UTC;2016-08-21 15:07:06 UTC;-314.619;-522.033;;Não;Sala, Sala, Sala, Sala, Sala, Sala;3Âº ANDAR - TX, ANDAR/PLT/01/TX, ANDAR/PLT/02/CD, ANDAR/PLT/02/TX, EST/PLT/NI/NI, TX
TRAL;RS;PELOTAS;TRAL;Netwin;Instalado;2022-11-04 00:00:00 UTC;2023-05-09 19:06:58 UTC;-317.026.224;-523.405.089;AVENIDA FERNANDO OSORIO, 5499, TRES VENDAS, PELOTAS - RS 96070741 ;Não;Sala, Sala, Sala;ANDAR/TRAL/01/TX, ANDAR/TRAL/TT/01
EPTA;PE;PETROLINA;ESTACAO TELEFONICA DE PETROLINA;Netwin;Instalado;2014-04-05 19:37:27 UTC;2020-09-02 20:44:29 UTC;-93.967.201;-405.009.956;RUA PACIFICO DA LUZ, 739, CENTRO, PETROLINA - PE 56304010;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;DG, Datacom, EQUIPAMENTOS 1-1, EST/EPTA/TX-TX, GLOBALSTAR, Metro, Newbridge, OI, RMS, TRANSMISSAO, TRANSMISSAO - 1 ANDAR, TRANSMISSÃƒO, TX / 2ÂºANDAR, VESPER
CRRS;RJ;PETROPOLIS;CORREIAS I;Netwin;Instalado;2014-04-05 20:53:12 UTC;2019-01-07 11:51:23 UTC;-224.430.323;-431.399.141;RUA JOSE CANDIDO, 22, CORREAS, PETROPOLIS - RJ 25720290;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/CRRS/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, TRANSMISSAO
ITPV;RJ;PETROPOLIS;ITAIPAVA I;Netwin;Instalado;2014-04-05 20:53:11 UTC;2018-12-26 11:15:12 UTC;-22.378.621;-431.322.283;ESTRADA UNIAO E INDUSTRIA, 9060, ITAIPAVA, PETROPOLIS - RJ 25730735;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/ITPV/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, TRANSMISSAO - TERREO
JDAR;RJ;PETROPOLIS;JARDIM ARARAS I;Netwin;Instalado;2014-04-05 20:53:12 UTC;2019-10-03 19:36:08 UTC;-224.275.015;-432.403.851;RUA BERNARDO COUTINHO, SN, ARARAS, PETROPOLIS - RJ 25725022;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/JDAR/NI/NI, JDA01_COMUTACAO_TROPICO R, JDA02_COMUTACAO_ZETAX, MODEM OPTICO FICTICIO, SALA GPON, TRANSMISSAO - 1 ANDAR, TX
PDRI;RJ;PETROPOLIS;PEDRO DO RIO;Netwin;Instalado;2014-04-05 20:53:12 UTC;2019-04-24 14:37:05 UTC;-223.338.621;-431.369.552;RUA PASCOAL SAGESSE, SN, PEDRO DO RIO, PETROPOLIS - RJ 25750140;Não;Sala, Sala, Sala, Sala, Sala;Datacom, EQUIPAMENTO - TERREO (AT), EST/PDRI/NI/NI, MODEM OPTICO FICTICIO
PTS;RJ;PETROPOLIS;PETROPOLIS I;Netwin;Instalado;2014-04-05 00:00:00 UTC;2018-04-09 18:47:08 UTC;-225.116.093;-431.774.661;PRACA DOUTOR SA EARP FILHO, 39, CENTRO, PETROPOLIS - RJ 25620180;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ALCATEL - NGN, COMUNI. DE DADOS SL209 2 AND, COMUT, DG-TERREO, Datacom, EST/PTS/NI/NI, HUAWEI - NGN / 2 ANDAR, MODEM OPTICO FICTICIO, Metro, NEWBRIDGE, Newbridge, RMS, SALA GPON, TRANSMISSAO - 1 ANDAR, TRANSMISSÃƒO - 3Âº AND, TX / TÃ‰RREO
SECT;RJ;PETROPOLIS;SECRETARIO I;Netwin;Instalado;2015-09-24 12:09:06 UTC;2021-06-21 13:03:48 UTC;-223.277.153;-431.824.752;ESTRADA DO SECRETARIO, 157, PEDRO DO RIO, PETROPOLIS - RJ 25755352;Não;Sala, Sala, Sala;EST/SECT/NI/NI, TRANSMISSAO - 1 ANDAR, ZXT-610 - SEC02 / 1 ANDAR
PNIR;PR;PINHAIS;PINHAIS/IRAI - R IRAI , 1210;Netwin;Instalado;2016-08-21 15:07:06 UTC;2020-05-22 14:18:07 UTC;-254.489.012;-491.852.308;AVENIDA IRAI, 1210, WEISSOPOLIS, PINHAIS - PR 83321000 ;Não;Sala, Sala, Sala, Sala, Sala;ANDAR/PNIR/TT/01, ANDAR/PNIR/TT/TX, ANDAR/PNIR/TT/TXD, EST/PNIR/NI/NI
PNHE;RJ;PINHEIRAL;PINHEIRAL I;Netwin;Instalado;2014-04-05 20:52:59 UTC;2022-10-03 21:22:04 UTC;-225.078.843;-44.005.082;;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_TROPICO R_RPNH1/ 1 ANDAR, DG-TX, Datacom, EQUIPAMENTO - TERREO (AT), EST/PNHE/NI/NI, MODEM OPTICO FICTICIO, RPNH1_COMUTACAO_TROPICO RA, ZTX-610 / 3320 / 1 ANDAR
PQA;PR;PIRAQUARA;PIRAQUARA;Netwin;Instalado;2021-05-13 12:26:16 UTC;2021-08-04 20:51:54 UTC;-254.417.921;-490.620.136;RUA MAJ JOSE LUCIANO, 300, CENTRO, PIRAQUARA - PR 83301540 ;Não;Sala, Sala;ANDAR/PQA/TT/01, TX
PIP;PI;PIRIPIRI;PIRIPIRI;Netwin;Instalado;2014-04-05 19:37:15 UTC;2019-07-16 18:09:05 UTC;-42.741.203;-417.781.866;PRACA DA BANDEIRA, SN, CENTRO, PIRIPIRI - PI 64260000;Não;Sala, Sala, Sala, Sala;Datacom, EST/PIP/NI/NI, TRANSMISSAO-TERREO, Transmissão
WLAN;GO;PLANALTINA;ADSL - ESTACAO TELEFONICA EPWL;Netwin;Instalado;2019-09-09 12:00:00 UTC;2019-09-11 13:50:06 UTC;-152.946;-473.631;;Não;;
FSA;MG;POCOS DE CALDAS;AV  FRANCISCO SALES;Netwin;Instalado;2014-04-05 20:45:33 UTC;2019-04-05 13:26:44 UTC;-217.849.652;-465.678.446;AVENIDA FRANCISCO SALLES, 289, CENTRO, POCOS DE CALDAS - MG 37701703;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/FSA/NI/NI, Metro, Newbridge, PCS01_COMUTACAO-TROPICO RA, PCS02_COMUTACAO-AXE, TRANSMISSAO - TERREO, TX / 4ÂºANDAR
PGSM;PR;PONTA GROSSA;PONTA GROSSA/SALDANHA MARINHO- R SALD MA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2019-09-30 20:24:56 UTC;-250.941.861;-501.620.225;RUA SALDANHA MARINHO, 150, CENTRAL, PONTA GROSSA - PR 84010110;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;01, ANDAR/PGSM/04/01, ANDAR/PGSM/04/02, ANDAR/PGSM/04/CD1, ANDAR/PGSM/04/CD2, ANDAR/PGSM/04/DS, ANDAR/PGSM/04/ROUTER, ANDAR/PGSM/04/TX, ANDAR/PGSM/TT/DS, ANDAR/PGSM/TT/TX, EST/PGSM/NI/NI, MOVEL
PGSN;PR;PONTA GROSSA;SOUZA NAVES;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-06-06 10:41:12 UTC;-250.550.069;-502.261.816;RUA BEM TE VI, 10, PIRIQUITOS, PONTA GROSSA - PR 84064010 ;Não;Sala, Sala, Sala;ANDAR/PGSN/TT/01, TRANSMISSÃƒO
EPCK;MT;PONTES E LACERDA;CENTRO;Netwin;Instalado;2021-05-22 13:43:03 UTC;2021-07-29 15:11:20 UTC;-152.274.196;-593.348.301;AVENIDA FLORISPINA AZAMBUJA, 1077, CENTRO, PONTES E LACERDA - MT 78250000 ;Não;Sala, Sala, Sala, Sala, Sala;ANDAR/EPCK/1/1, ANDAR/EPCK/TT/01, ANDAR/EPCK/TT/RDCN, ANDAR/EPCK/TT/TX
PTO;RS;PORTAO;PTO;Netwin;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-297.016.667;-512.419.444;;Não;Sala;ANDAR/PTO/01/TX
ALP;RS;PORTO ALEGRE;ALD VELOX 200 - MAX HAUS;Netwin;Instalado;2014-04-05 22:18:41 UTC;2019-05-08 19:27:13 UTC;-300.330.556;-51.213;;Não;;
ALP;RS;PORTO ALEGRE;ALP - ALTO PETROPOLIS;Netwin;Instalado;2014-04-05 22:18:41 UTC;2021-09-28 18:46:29 UTC;-300.402.962;-511.635.228;AVENIDA PROTASIO ALVES, 4809, TRES FIGUEIRAS, PORTO ALEGRE - RS 91310002 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ALP/01/2, ANDAR/ALP/02/CELULAR, ANDAR/ALP/02/DS, ANDAR/ALP/03/CD, ANDAR/ALP/04/CDRNET, ANDAR/ALP/04/TX, EST/ALP/NI/NI
AZE;RS;PORTO ALEGRE;AZENHA;Netwin;Instalado;2018-07-12 21:14:50 UTC;2018-07-12 21:16:23 UTC;-300.510.421;-512.118.535;;Não;Sala, Sala, Sala, Sala, Sala;ANDAR/AZE/01/TX, ANDAR/AZE/TT/CD, ANDAR/AZE/TT/TX, EST/AZE/NI/NI
BVA;RS;PORTO ALEGRE;BELA VISTA;Netwin;Instalado;2014-04-05 22:18:41 UTC;2023-12-20 11:13:29 UTC;-300.345.783;-511.909.041;RUA ENG AFONSO CAVALCANTI, 100, BELA VISTA, PORTO ALEGRE - RS 90440110 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/BVA/01/CD, ANDAR/BVA/01/DADOS, ANDAR/BVA/01/TX, ANDAR/BVA/02/TX, ANDAR/BVA/03/DT CENTER, ANDAR/BVA/TT/1, ANDAR/BVA/TT/TX, EST/BVA/03/NI, EST/BVA/NI/NI, TX
BVA;RS;PORTO ALEGRE;Bela Vista;Netwin;Instalado;2017-05-12 00:00:00 UTC;2020-12-14 13:58:41 UTC;-300.343.799;-511.908.046;RUA ENG AFONSO CAVALCANTI, 100, BELA VISTA, PORTO ALEGRE - RS 90440110 ;Não;;
